17 -0.390182 1.61732 0.458392 502.637 -64.192 151.342 -177.767 -15.4041 103.564 30.92 0.925255 0.613528 496.481 -34.8353 158.93 502.637 -64.192 151.342 -177.767 -15.4041 103.564 
18 -0.390182 1.61732 0.458392 502.24 -62.5759 151.797 -177.131 -15.4041 103.564 30.92 0.318809 0.264438 495.529 -33.4542 159.74 502.24 -62.5759 151.797 -177.131 -15.4041 103.564 
19 -0.390182 1.61732 0.458392 501.847 -60.9553 152.24 -177.058 -15.4041 103.564 30.92 0.456688 0.328799 495.261 -31.7835 160.114 501.847 -60.9553 152.24 -177.058 -15.4041 103.564 
20 -0.390182 1.61732 0.458392 501.847 -60.9553 152.24 -176.729 -15.4041 103.564 30.92 0.489158 0.284488 495.296 -31.7861 160.152 501.847 -60.9553 152.24 -176.729 -15.4041 103.564 
21 -0.402359 1.62142 0.428602 501.39 -59.0636 152.755 -176.552 -14.3892 103.937 30.92 0.748466 -0.116727 494.913 -29.8308 160.508 501.39 -59.0636 152.755 -176.552 -14.3892 103.937 
22 -0.388876 1.62191 0.444217 500.924 -57.1744 153.269 -176.485 -14.9137 103.483 30.92 0.53173 0.0448637 494.467 -27.977 161.152 500.924 -57.1744 153.269 -176.485 -14.9137 103.483 
23 -0.39347 1.61869 0.449456 500.454 -55.2863 153.781 -176.497 -15.0994 103.662 30.92 0.736534 0.198764 494.091 -26.0461 161.6 500.454 -55.2863 153.781 -176.497 -15.0994 103.662 
24 -0.4051 1.62035 0.428787 499.994 -53.3953 154.294 -176.298 -14.3983 104.037 30.92 0.984886 -0.208951 493.705 -24.1341 162.123 499.994 -53.3953 154.294 -176.298 -14.3983 104.037 
25 -0.388028 1.61953 0.453527 499.539 -51.5033 154.812 -176.26 -15.2339 103.474 30.92 0.602623 0.162753 493.15 -22.3017 162.742 499.539 -51.5033 154.812 -176.26 -15.2339 103.474 
26 -0.386168 1.62226 0.446481 499.082 -49.6128 155.332 -176.257 -14.9888 103.39 30.92 0.644768 0.0260344 492.786 -20.3909 163.263 499.082 -49.6128 155.332 -176.257 -14.9888 103.39 
27 -0.39568 1.61875 0.446379 498.623 -47.7229 155.852 -176.291 -14.9957 103.736 30.92 0.913475 0.0813627 492.403 -18.4596 163.717 498.623 -47.7229 155.852 -176.291 -14.9957 103.736 
28 -0.390402 1.62002 0.448772 498.166 -45.8335 156.375 -176.188 -15.0725 103.549 30.92 0.719871 0.125583 491.851 -16.598 164.249 498.166 -45.8335 156.375 -176.188 -15.0725 103.549 
29 -0.379742 1.62477 0.446076 497.713 -43.9438 156.902 -176.258 -14.9676 103.155 30.92 0.675377 0.0706816 491.56 -14.6755 164.778 497.713 -43.9438 156.902 -176.258 -14.9676 103.155 
30 -0.280976 1.72319 0.411565 497.266 -42.0475 157.423 -176.197 -13.264 99.2609 30.92 -1.27677 -0.593839 491.229 -12.6966 165.177 497.266 -42.0475 157.423 -176.197 -13.264 99.2609 
31 -0.342075 1.65503 0.449565 496.853 -40.1206 157.931 -176.306 -14.8965 101.678 30.92 -0.2342 0.128146 490.562 -10.8789 165.771 496.853 -40.1206 157.931 -176.306 -14.8965 101.678 
32 -0.331305 1.62072 0.41775 496.513 -38.1322 158.421 -176.243 -14.1728 101.553 30.92 -0.204994 -0.249417 490.337 -8.86136 166.246 496.513 -38.1322 158.421 -176.243 -14.1728 101.553 
33 -0.245507 1.35049 0.368225 496.219 -36.1321 158.897 -176.106 -15.0168 100.303 30.92 -0.925515 0.189364 489.95 -6.88494 166.787 496.219 -36.1321 158.897 -176.106 -15.0168 100.303 
34 -0.244886 1.36096 0.327875 495.895 -34.3079 159.37 -175.962 -13.3389 100.2 30.92 -1.05521 -0.63638 489.604 -5.03709 167.193 495.895 -34.3079 159.37 -175.962 -13.3389 100.2 
35 -0.249617 1.35119 0.35307 495.548 -32.8292 159.801 -176.027 -14.4107 100.467 30.92 -1.02876 -0.244443 489.129 -3.64085 167.801 495.548 -32.8292 159.801 -176.027 -14.4107 100.467 
36 -0.341446 1.2556 0.381512 495.252 -31.6054 160.151 -176.216 -16.3412 105.213 30.92 1.11584 0.565707 488.457 -2.51859 168.239 495.252 -31.6054 160.151 -176.216 -16.3412 105.213 
37 -0.260518 1.33144 0.340416 494.979 -30.308 160.486 -176.396 -14.0856 101.071 30.92 -0.763802 -0.109067 488.487 -1.05834 168.163 494.979 -30.308 160.486 -176.396 -14.0856 101.071 
38 -0.301623 1.35454 0.375421 494.647 -28.7061 160.902 -176.273 -15.1379 102.554 30.92 -0.104744 -0.00533772 488.059 0.401665 168.989 494.647 -28.7061 160.902 -176.273 -15.1379 102.554 
39 -0.358572 1.62788 0.4444 494.254 -26.8695 161.4 -176.392 -14.9279 102.422 30.92 -0.188423 -0.0754976 487.653 2.24616 169.45 494.254 -26.8695 161.4 -176.392 -14.9279 102.422 
40 -0.358491 1.62445 0.458317 493.834 -24.9727 161.93 -176.66 -15.4032 102.445 30.92 -0.248818 0.140689 487.153 4.11368 170.021 493.834 -24.9727 161.93 -176.66 -15.4032 102.445 
41 -0.373655 1.62557 0.44237 493.401 -23.0827 162.47 -176.697 -14.8538 102.945 30.92 0.15612 -0.0209932 486.86 6.0767 170.408 493.401 -23.0827 162.47 -176.697 -14.8538 102.945 
42 -0.361617 1.62437 0.453909 492.965 -21.193 163.007 -176.372 -15.2569 102.551 30.92 -0.0488665 0.13425 486.42 7.94562 171.017 492.965 -21.193 163.007 -176.372 -15.2569 102.551 
43 -0.353663 1.63392 0.436282 492.538 -19.2956 163.525 -176.267 -14.6264 102.213 30.92 -0.20472 -0.151303 486.027 9.86359 171.492 492.538 -19.2955 163.525 -176.267 -14.6264 102.213 
44 -0.369715 1.63184 0.432704 492.118 -17.3912 164.028 -176.327 -14.4995 102.766 30.92 0.040489 -0.279233 485.576 11.7495 172.037 492.118 -17.3912 164.028 -176.327 -14.4995 102.766 
45 -0.349849 1.64708 0.426069 491.709 -15.4809 164.528 -176.442 -14.1998 101.992 30.92 -0.243599 -0.270627 485.274 13.7248 172.389 491.709 -15.4809 164.528 -176.442 -14.1998 101.992 
46 -0.35042 1.65352 0.438597 491.302 -13.5633 165.024 -176.204 -14.5467 101.965 30.92 -0.344033 -0.150449 484.78 15.6036 172.958 491.302 -13.5633 165.024 -176.204 -14.5467 101.965 
47 -0.321081 1.65156 0.420678 490.886 -11.6392 165.525 -176.196 -14.0381 101.002 30.92 -0.842842 -0.353543 484.378 17.5527 173.422 490.886 -11.6392 165.525 -176.196 -14.0381 101.002 
48 -0.347221 1.57638 0.431967 490.478 -9.70881 166.034 -176.218 -14.9818 102.422 30.92 -0.214211 -0.0439425 483.85 19.4009 174.083 490.478 -9.70881 166.034 -176.218 -14.9818 102.422 
49 -0.396055 1.45401 0.437385 490.097 -7.80038 166.539 -176.32 -16.1848 105.237 30.92 1.01385 0.396792 483.211 21.2335 174.715 490.097 -7.80038 166.539 -176.32 -16.1848 105.237 
50 -0.296502 1.40293 0.341731 489.712 -6.00223 167.034 -176.469 -13.4046 101.934 30.92 -0.432167 -0.783383 483.156 23.1628 174.989 489.712 -6.00223 167.034 -176.469 -13.4046 101.934 
51 -0.32542 1.32329 0.391829 489.29 -4.4025 167.507 -176.377 -16.0418 103.816 30.92 0.398338 0.348849 482.533 24.6436 175.693 489.29 -4.4025 167.507 -176.377 -16.0418 103.816 
52 -0.328266 1.30444 0.380403 488.866 -2.97928 167.928 -176.531 -15.7911 104.125 30.92 0.681297 0.28519 482.226 26.122 176.029 488.866 -2.97928 167.928 -176.531 -15.7911 104.125 
53 -0.35013 1.30725 0.40395 488.497 -1.59332 168.306 -176.419 -16.6196 104.994 30.92 1.2026 0.632998 481.901 27.5218 176.473 488.497 -1.59332 168.306 -176.419 -16.6196 104.994 
54 -0.324193 1.38822 0.372337 488.165 -0.101523 168.723 -176.285 -14.6378 103.145 30.92 0.277458 -0.128995 481.645 29.0687 176.644 488.165 -0.101523 168.723 -176.285 -14.6378 103.145 
55 -0.291042 1.49489 0.396913 487.801 1.55451 169.222 -176.257 -14.6075 101.017 30.92 -0.721016 -0.0600863 481.386 30.7604 177.124 487.801 1.55452 169.222 -176.257 -14.6075 101.017 
56 -0.351332 1.56028 0.475513 487.396 3.35341 169.749 -176.128 -16.5582 102.69 30.92 0.0108259 0.689395 480.808 32.4508 177.901 487.396 3.35341 169.749 -176.128 -16.5582 102.69 
57 -0.354773 1.62113 0.435517 486.99 5.23403 170.259 -176.233 -14.7051 102.344 30.92 -0.0500262 -0.00475788 480.548 34.4372 178.116 486.99 5.23403 170.259 -176.233 -14.7051 102.344 
58 -0.339835 1.6398 0.419879 486.593 7.13913 170.765 -176.114 -14.0754 101.708 30.92 -0.397652 -0.363553 480.162 36.3385 178.663 486.593 7.13913 170.765 -176.114 -14.0754 101.708 
59 -0.338918 1.64142 0.419562 486.192 9.0453 171.275 -176.175 -14.0539 101.666 30.92 -0.520272 -0.360623 479.662 38.2262 179.166 486.192 9.0453 171.275 -176.175 -14.0539 101.666 
60 -0.354561 1.63943 0.430625 485.788 10.9555 171.773 -176.207 -14.3987 102.203 30.92 -0.246193 -0.323789 479.256 40.0976 179.79 485.788 10.9555 171.773 -176.207 -14.3987 102.203 
61 -0.36709 1.63647 0.437997 485.386 12.8738 172.253 -176.271 -14.6363 102.643 30.92 0.0548933 -0.185483 478.913 42.0349 180.241 485.386 12.8738 172.253 -176.271 -14.6363 102.643 
62 -0.40235 1.62428 0.460469 484.971 14.7932 172.739 -176.152 -15.3856 103.913 30.92 0.554191 0.033267 478.333 43.8811 180.874 484.971 14.7932 172.739 -176.152 -15.3856 103.913 
63 -0.345636 1.63046 0.421664 484.525 16.701 173.259 -176.243 -14.1976 101.969 30.92 -0.316658 -0.357816 478.042 45.8736 181.208 484.525 16.701 173.259 -176.243 -14.1976 101.969 
64 -0.391472 1.55983 0.471984 484.052 18.5873 173.813 -176.157 -16.3562 104.089 30.92 0.68975 0.478396 477.431 47.6662 182.018 484.052 18.5873 173.813 -176.157 -16.3562 104.089 
65 -0.364868 1.50262 0.438686 483.587 20.4406 174.367 -176.186 -15.8388 103.649 30.92 0.484581 0.372409 476.988 49.5621 182.418 483.587 20.4406 174.367 -176.186 -15.8388 103.649 
66 -0.353863 1.42416 0.435816 483.167 22.2298 174.889 -176.206 -16.5407 103.954 30.92 0.633049 0.63724 476.545 51.325 183.042 483.167 22.2298 174.889 -176.206 -16.5407 103.954 
67 -0.314938 1.3811 0.3659 482.781 23.9062 175.377 -176.228 -14.4831 102.846 30.92 0.145225 -0.244931 476.295 53.0729 183.337 482.781 23.9062 175.377 -176.228 -14.4831 102.846 
68 -0.260687 1.36098 0.344096 482.409 25.46 175.832 -176.322 -13.9454 100.843 30.92 -0.833199 -0.29736 475.981 54.6971 183.624 482.409 25.46 175.832 -176.322 -13.9454 100.843 
69 -0.3355 1.32686 0.416021 482.065 26.9546 176.238 -176.175 -16.9078 104.19 30.92 0.751091 0.817416 475.425 56.0498 184.402 482.065 26.9546 176.238 -176.175 -16.9078 104.19 
70 -0.283618 1.39909 0.346135 481.751 28.479 176.615 -176.237 -13.6294 101.459 30.92 -0.627053 -0.536405 475.229 57.6789 184.461 481.751 28.479 176.615 -176.237 -13.6294 101.459 
71 -0.294954 1.4595 0.376264 481.427 30.0907 177.03 -176.372 -14.1815 101.425 30.92 -0.724038 -0.354978 474.822 59.2396 184.993 481.427 30.0907 177.03 -176.372 -14.1815 101.425 
72 -0.319855 1.5292 0.384753 481.065 31.8095 177.507 -176.623 -13.8352 101.814 30.92 -0.474312 -0.48364 474.508 60.9858 185.397 481.065 31.8095 177.507 -176.623 -13.8352 101.814 
73 -0.341283 1.57556 0.449422 480.678 33.6278 177.999 -176.546 -15.5774 102.222 30.92 -0.317604 0.257327 474.034 62.729 186.073 480.678 33.6278 177.999 -176.546 -15.5774 102.222 
74 -0.353317 1.61064 0.445424 480.284 35.5103 178.478 -176.494 -15.1164 102.373 30.92 -0.290566 -0.0321321 473.609 64.5927 186.589 480.284 35.5103 178.478 -176.494 -15.1164 102.373 
75 -0.353538 1.63289 0.424783 479.875 37.4101 178.977 -176.598 -14.2652 102.217 30.92 -0.208534 -0.307614 473.365 66.5809 186.905 479.875 37.4101 178.977 -176.598 -14.2652 102.217 
76 -0.35798 1.63377 0.441827 479.452 39.3053 179.509 -176.325 -14.7976 102.359 30.92 -0.208443 -0.0949373 472.862 68.4369 187.511 479.452 39.3053 179.509 -176.325 -14.7976 102.359 
77 -0.39013 1.61825 0.479321 479.026 41.201 180.049 -176.292 -16.0637 103.554 30.92 0.252403 0.393558 472.256 70.2493 188.212 479.026 41.201 180.049 -176.292 -16.0637 103.554 
78 -0.381945 1.61941 0.464565 478.593 43.1012 180.581 -176.483 -15.6004 103.271 30.92 0.217399 0.212314 471.941 72.1926 188.679 478.593 43.1012 180.581 -176.483 -15.6004 103.271 
79 -0.387388 1.60391 0.464553 478.144 44.9986 181.115 -176.39 -15.7242 103.578 30.92 0.43557 0.280826 471.542 74.1086 189.198 478.144 44.9986 181.115 -176.39 -15.7242 103.578 
