1021 316 -35.4913 -34.1288 -125.3391
976 316 -30.4913 -34.1288 -125.3391
931 316 -25.4913 -34.1288 -125.3391
881 316 -20.4913 -34.1288 -125.3391
831 316 -15.4913 -34.1288 -125.3391
786 316 -10.4913 -34.1288 -125.3391
741 316 -5.4913 -34.1288 -125.3391
691 316 -0.4913 -34.1288 -125.3391
646 316 4.5087 -34.1288 -125.3391
596 316 9.5087 -34.1288 -125.3391
1021 361 -35.4913 -29.1288 -125.3391
976 361 -30.4913 -29.1288 -125.3391
926 361 -25.4913 -29.1288 -125.3391
881 361 -20.4913 -29.1288 -125.3391
831 361 -15.4913 -29.1288 -125.3391
786 361 -10.4913 -29.1288 -125.3391
741 361 -5.4913 -29.1288 -125.3391
691 361 -0.4913 -29.1288 -125.3391
646 361 4.5087 -29.1288 -125.3391
596 361 9.5087 -29.1288 -125.3391
1026 411 -35.4913 -24.1288 -125.3391
974 411 -30.4913 -24.1288 -125.3391
926 406 -25.4913 -24.1288 -125.3391
881 409 -20.4913 -24.1288 -125.3391
836 411 -15.4913 -24.1288 -125.3391
786 411 -10.4913 -24.1288 -125.3391
741 411 -5.4913 -24.1288 -125.3391
691 411 -0.4913 -24.1288 -125.3391
639 411 4.5087 -24.1288 -125.3391
596 411 9.5087 -24.1288 -125.3391
1021 456 -35.4913 -19.1288 -125.3391
976 456 -30.4913 -19.1288 -125.3391
929 456 -25.4913 -19.1288 -125.3391
881 456 -20.4913 -19.1288 -125.3391
834 456 -15.4913 -19.1288 -125.3391
786 456 -10.4913 -19.1288 -125.3391
736 456 -5.4913 -19.1288 -125.3391
686 456 -0.4913 -19.1288 -125.3391
644 456 4.5087 -19.1288 -125.3391
596 456 9.5087 -19.1288 -125.3391
1026 506 -35.4913 -14.1288 -125.3391
976 501 -30.4913 -14.1288 -125.3391
931 506 -25.4913 -14.1288 -125.3391
881 506 -20.4913 -14.1288 -125.3391
831 501 -15.4913 -14.1288 -125.3391
786 504 -10.4913 -14.1288 -125.3391
741 506 -5.4913 -14.1288 -125.3391
689 501 -0.4913 -14.1288 -125.3391
646 506 4.5087 -14.1288 -125.3391
596 506 9.5087 -14.1288 -125.3391
1026 551 -35.4913 -9.1288 -125.3391
976 551 -30.4913 -9.1288 -125.3391
926 551 -25.4913 -9.1288 -125.3391
881 551 -20.4913 -9.1288 -125.3391
831 551 -15.4913 -9.1288 -125.3391
786 551 -10.4913 -9.1288 -125.3391
739 551 -5.4913 -9.1288 -125.3391
691 551 -0.4913 -9.1288 -125.3391
644 551 4.5087 -9.1288 -125.3391
596 551 9.5087 -9.1288 -125.3391
1026 601 -35.4913 -4.1288 -125.3391
976 601 -30.4913 -4.1288 -125.3391
929 599 -25.4913 -4.1288 -125.3391
881 601 -20.4913 -4.1288 -125.3391
836 601 -15.4913 -4.1288 -125.3391
786 601 -10.4913 -4.1288 -125.3391
741 599 -5.4913 -4.1288 -125.3391
691 601 -0.4913 -4.1288 -125.3391
641 601 4.5087 -4.1288 -125.3391
596 599 9.5087 -4.1288 -125.3391
1021 646 -35.4913 0.8712 -125.3391
976 646 -30.4913 0.8712 -125.3391
926 644 -25.4913 0.8712 -125.3391
879 646 -20.4913 0.8712 -125.3391
831 641 -15.4913 0.8712 -125.3391
786 644 -10.4913 0.8712 -125.3391
741 646 -5.4913 0.8712 -125.3391
691 646 -0.4913 0.8712 -125.3391
639 646 4.5087 0.8712 -125.3391
596 646 9.5087 0.8712 -125.3391
1026 691 -35.4913 5.8712 -125.3391
976 691 -30.4913 5.8712 -125.3391
926 691 -25.4913 5.8712 -125.3391
881 691 -20.4913 5.8712 -125.3391
831 691 -15.4913 5.8712 -125.3391
786 691 -10.4913 5.8712 -125.3391
741 694 -5.4913 5.8712 -125.3391
691 696 -0.4913 5.8712 -125.3391
646 691 4.5087 5.8712 -125.3391
596 696 9.5087 5.8712 -125.3391
1021 739 -35.4913 10.8712 -125.3391
976 741 -30.4913 10.8712 -125.3391
931 741 -25.4913 10.8712 -125.3391
881 741 -20.4913 10.8712 -125.3391
831 741 -15.4913 10.8712 -125.3391
786 741 -10.4913 10.8712 -125.3391
736 741 -5.4913 10.8712 -125.3391
691 741 -0.4913 10.8712 -125.3391
641 741 4.5087 10.8712 -125.3391
594 741 9.5087 10.8712 -125.3391
1016 316 -35.4913 -34.1288 -120.3391
971 319 -30.4913 -34.1288 -120.3391
926 316 -25.4913 -34.1288 -120.3391
876 316 -20.4913 -34.1288 -120.3391
831 316 -15.4913 -34.1288 -120.3391
786 316 -10.4913 -34.1288 -120.3391
734 316 -5.4913 -34.1288 -120.3391
691 321 -0.4913 -34.1288 -120.3391
641 316 4.5087 -34.1288 -120.3391
590 316 9.5087 -34.1288 -120.3391
1014 364 -35.4913 -29.1288 -120.3391
971 366 -30.4913 -29.1288 -120.3391
921 366 -25.4913 -29.1288 -120.3391
876 364 -20.4913 -29.1288 -120.3391
831 361 -15.4913 -29.1288 -120.3391
786 361 -10.4913 -29.1288 -120.3391
736 366 -5.4913 -29.1288 -120.3391
689 361 -0.4913 -29.1288 -120.3391
646 361 4.5087 -29.1288 -120.3391
596 361 9.5087 -29.1288 -120.3391
1016 406 -35.4913 -24.1288 -120.3391
966 411 -30.4913 -24.1288 -120.3391
924 411 -25.4913 -24.1288 -120.3391
876 406 -20.4913 -24.1288 -120.3391
831 411 -15.4913 -24.1288 -120.3391
786 411 -10.4913 -24.1288 -120.3391
736 406 -5.4913 -24.1288 -120.3391
691 411 -0.4913 -24.1288 -120.3391
646 411 4.5087 -24.1288 -120.3391
601 411 9.5087 -24.1288 -120.3391
1016 456 -35.4913 -19.1288 -120.3391
969 456 -30.4913 -19.1288 -120.3391
924 456 -25.4913 -19.1288 -120.3391
