716.422 -9.99128 635.343 163.119 -26.0178 -123.942
716.42 -9.99087 635.342 163.119 -26.018 -123.942
716.421 -9.99049 635.343 163.119 -26.0178 -123.942
716.42 -9.99086 635.342 163.119 -26.018 -123.942
716.421 -9.99086 635.343 163.119 -26.0179 -123.942
716.421 -9.99072 635.343 163.119 -26.0179 -123.942
716.421 -9.99127 635.343 163.119 -26.0178 -123.942
716.421 -9.99108 635.343 163.119 -26.0179 -123.942
716.421 -9.99087 635.343 163.119 -26.0179 -123.942
716.42 -9.99084 635.342 163.119 -26.0179 -123.942
716.42 -9.99113 635.342 163.119 -26.0179 -123.942
716.421 -9.99086 635.342 163.119 -26.0179 -123.942
716.421 -9.99094 635.342 163.119 -26.018 -123.942
716.421 -9.99091 635.343 163.119 -26.0178 -123.942
716.42 -9.99086 635.342 163.119 -26.018 -123.942
716.421 -9.99071 635.343 163.119 -26.0179 -123.942
716.42 -9.99094 635.342 163.119 -26.018 -123.942
716.421 -9.99092 635.343 163.119 -26.0178 -123.942
716.42 -9.99114 635.342 163.119 -26.018 -123.942
716.421 -9.99093 635.343 163.119 -26.0179 -123.942
716.42 -9.99085 635.342 163.119 -26.018 -123.942
716.421 -9.99071 635.343 163.119 -26.0179 -123.942
716.42 -9.99094 635.342 163.119 -26.018 -123.942
716.421 -9.99071 635.343 163.119 -26.0179 -123.942
716.42 -9.99085 635.342 163.119 -26.018 -123.942
716.421 -9.99085 635.343 163.119 -26.0179 -123.942
716.42 -9.99107 635.342 163.119 -26.018 -123.942
716.421 -9.99094 635.342 163.119 -26.018 -123.942
716.421 -9.99056 635.343 163.119 -26.0178 -123.942
716.421 -9.99093 635.343 163.119 -26.0179 -123.942
716.421 -9.99087 635.343 163.119 -26.0179 -123.942
716.42 -9.99093 635.342 163.119 -26.018 -123.942
716.421 -9.99127 635.343 163.119 -26.0178 -123.942
716.421 -9.99093 635.342 163.119 -26.0179 -123.942
716.421 -9.99093 635.342 163.119 -26.0179 -123.942
716.421 -9.99106 635.342 163.119 -26.0179 -123.942
716.421 -9.99085 635.342 163.119 -26.0179 -123.942
716.421 -9.99127 635.343 163.119 -26.0178 -123.942
716.421 -9.99084 635.342 163.119 -26.0179 -123.942
716.421 -9.99085 635.343 163.119 -26.0179 -123.942
716.421 -9.99094 635.343 163.119 -26.0179 -123.942
716.421 -9.99073 635.342 163.119 -26.018 -123.942
716.421 -9.99083 635.343 163.119 -26.0178 -123.942
716.421 -9.99057 635.343 163.119 -26.0179 -123.942
716.421 -9.99072 635.343 163.119 -26.0178 -123.942
716.421 -9.99105 635.343 163.119 -26.0179 -123.942
716.421 -9.9909 635.342 163.12 -26.0178 -123.942
716.421 -9.99093 635.343 163.119 -26.0179 -123.942
716.421 -9.99071 635.343 163.119 -26.0179 -123.942
716.42 -9.99057 635.342 163.119 -26.018 -123.942
716.421 -9.99072 635.342 163.119 -26.018 -123.942
716.422 -9.99084 635.343 163.119 -26.0178 -123.942
716.421 -9.99084 635.343 163.119 -26.0179 -123.942
716.421 -9.99085 635.342 163.119 -26.0179 -123.942
716.421 -9.99071 635.342 163.119 -26.0179 -123.942
716.422 -9.99092 635.343 163.119 -26.0178 -123.942
716.42 -9.99108 635.342 163.119 -26.018 -123.942
716.422 -9.99092 635.342 163.119 -26.0178 -123.942
716.42 -9.99128 635.342 163.119 -26.018 -123.942
716.421 -9.99058 635.343 163.119 -26.0179 -123.942
716.42 -9.99074 635.342 163.119 -26.018 -123.942
716.42 -9.99106 635.342 163.119 -26.018 -123.942
716.421 -9.99084 635.343 163.119 -26.0178 -123.942
716.42 -9.99066 635.342 163.119 -26.018 -123.942
716.421 -9.99093 635.343 163.119 -26.0179 -123.942
716.421 -9.99057 635.342 163.119 -26.0179 -123.942
716.421 -9.99087 635.342 163.119 -26.018 -123.942
716.421 -9.99114 635.342 163.119 -26.0179 -123.942
716.421 -9.99069 635.343 163.12 -26.0178 -123.942
716.42 -9.99108 635.342 163.119 -26.018 -123.942
716.421 -9.99071 635.342 163.119 -26.0179 -123.942
716.421 -9.99093 635.342 163.119 -26.0179 -123.942
716.421 -9.99071 635.342 163.119 -26.0179 -123.942
716.421 -9.99084 635.342 163.119 -26.0179 -123.942
716.421 -9.99072 635.342 163.119 -26.018 -123.942
716.423 -9.99071 635.341 163.119 -26.018 -123.942
716.422 -9.9907 635.34 163.119 -26.0182 -123.942
716.425 -9.99067 635.34 163.119 -26.018 -123.942
716.424 -9.9909 635.338 163.119 -26.0183 -123.942
716.427 -9.99098 635.337 163.119 -26.0183 -123.942
716.429 -9.99071 635.335 163.119 -26.0184 -123.942
716.432 -9.9907 635.334 163.119 -26.0184 -123.942
716.435 -9.99096 635.333 163.119 -26.0184 -123.942
716.44 -9.9907 635.334 163.119 -26.0183 -123.942
716.445 -9.99087 635.332 163.119 -26.0182 -123.942
716.452 -9.9907 635.329 163.119 -26.0184 -123.942
716.463 -9.99089 635.322 163.119 -26.0187 -123.942
716.477 -9.99078 635.31 163.119 -26.0196 -123.941
716.491 -9.99053 635.299 163.119 -26.0205 -123.941
716.508 -9.99054 635.29 163.119 -26.0208 -123.941
716.525 -9.99013 635.282 163.119 -26.0211 -123.941
716.544 -9.99063 635.275 163.119 -26.0212 -123.941
716.566 -9.99037 635.269 163.119 -26.0211 -123.941
716.592 -9.98988 635.263 163.119 -26.0208 -123.941
716.622 -9.99005 635.258 163.119 -26.0201 -123.941
716.657 -9.98969 635.256 163.119 -26.0191 -123.941
716.702 -9.99018 635.263 163.119 -26.017 -123.942
716.751 -9.98975 635.268 163.12 -26.0147 -123.942
716.801 -9.99032 635.273 163.12 -26.0125 -123.943
716.855 -9.98979 635.278 163.121 -26.0102 -123.944
716.915 -9.9905 635.285 163.121 -26.0072 -123.944
716.982 -9.98947 635.293 163.122 -26.0039 -123.946
717.053 -9.98927 635.302 163.123 -26.0001 -123.947
717.128 -9.98971 635.312 163.123 -25.9962 -123.948
717.205 -9.98906 635.32 163.123 -25.9922 -123.949
717.284 -9.98785 635.328 163.124 -25.9881 -123.95
717.369 -9.98585 635.336 163.125 -25.9837 -123.951
717.455 -9.98332 635.345 163.126 -25.9792 -123.953
717.54 -9.97938 635.352 163.127 -25.975 -123.954
717.629 -9.976 635.359 163.128 -25.9706 -123.955
717.721 -9.9735 635.367 163.13 -25.9659 -123.956
717.815 -9.97083 635.374 163.13 -25.9612 -123.957
717.912 -9.96865 635.384 163.131 -25.9562 -123.958
718.009 -9.97019 635.394 163.132 -25.9511 -123.959
718.111 -9.97312 635.407 163.132 -25.9457 -123.961
718.216 -9.97648 635.422 163.133 -25.9398 -123.962
718.325 -9.98068 635.436 163.134 -25.9339 -123.963
718.436 -9.98638 635.453 163.134 -25.9277 -123.964
718.551 -9.99081 635.469 163.135 -25.9213 -123.966
718.67 -9.99716 635.487 163.136 -25.9145 -123.967
718.789 -10.003 635.504 163.136 -25.9079 -123.968
718.913 -10.0084 635.52 163.137 -25.9011 -123.969
719.038 -10.0112 635.536 163.138 -25.8944 -123.971
719.167 -10.0163 635.553 163.138 -25.8875 -123.972
719.298 -10.0188 635.569 163.139 -25.8805 -123.974
719.429 -10.0199 635.583 163.14 -25.8737 -123.975
719.562 -10.0167 635.596 163.141 -25.8669 -123.977
719.698 -10.0123 635.609 163.143 -25.86 -123.978
719.832 -10.0094 635.621 163.144 -25.8534 -123.979
719.971 -10.0063 635.633 163.145 -25.8467 -123.981
720.112 -10.0035 635.644 163.146 -25.8396 -123.982
720.256 -10.0011 635.656 163.148 -25.8325 -123.984
720.399 -9.99816 635.667 163.149 -25.8256 -123.985
720.546 -9.99433 635.678 163.15 -25.8183 -123.987
720.697 -9.99117 635.689 163.151 -25.8108 -123.989
720.848 -9.98776 635.701 163.153 -25.8032 -123.991
721.004 -9.98556 635.713 163.154 -25.7952 -123.992
721.167 -9.98234 635.726 163.155 -25.7869 -123.994
721.33 -9.97995 635.736 163.157 -25.7788 -123.996
721.498 -9.97829 635.748 163.158 -25.7704 -123.998
721.671 -9.97715 635.758 163.159 -25.7619 -124
721.846 -9.97571 635.77 163.161 -25.7532 -124.002
722.024 -9.97409 635.781 163.162 -25.7446 -124.004
722.207 -9.97277 635.796 163.163 -25.7355 -124.006
722.391 -9.97315 635.812 163.164 -25.7262 -124.008
722.578 -9.97108 635.831 163.165 -25.7166 -124.011
722.766 -9.971 635.851 163.166 -25.7067 -124.013
722.957 -9.97038 635.874 163.167 -25.6966 -124.016
723.152 -9.96894 635.896 163.168 -25.6863 -124.018
723.346 -9.96797 635.918 163.169 -25.6765 -124.021
723.545 -9.96612 635.939 163.169 -25.6663 -124.024
723.747 -9.96583 635.96 163.169 -25.6561 -124.026
723.953 -9.96486 635.979 163.17 -25.6456 -124.029
724.162 -9.96467 635.998 163.17 -25.6351 -124.032
724.372 -9.9647 636.014 163.169 -25.6249 -124.035
724.588 -9.96387 636.031 163.169 -25.6143 -124.038
724.804 -9.9639 636.048 163.168 -25.6036 -124.041
725.022 -9.96267 636.064 163.168 -25.593 -124.045
725.243 -9.96276 636.082 163.168 -25.582 -124.048
725.466 -9.96328 636.101 163.168 -25.5706 -124.051
725.693 -9.96298 636.12 163.169 -25.559 -124.054
725.924 -9.96298 636.141 163.17 -25.5469 -124.057
726.156 -9.9633 636.16 163.171 -25.5351 -124.06
726.395 -9.96307 636.18 163.172 -25.5229 -124.063
726.638 -9.9632 636.195 163.173 -25.5108 -124.066
726.884 -9.96261 636.213 163.174 -25.4985 -124.069
727.133 -9.96254 636.23 163.175 -25.4861 -124.072
727.383 -9.96318 636.249 163.176 -25.4736 -124.075
727.633 -9.96223 636.267 163.177 -25.4611 -124.078
727.884 -9.96235 636.286 163.178 -25.4486 -124.081
728.139 -9.96152 636.303 163.178 -25.4361 -124.085
728.396 -9.96114 636.32 163.179 -25.4236 -124.088
728.658 -9.96085 636.336 163.18 -25.4106 -124.091
728.927 -9.96072 636.351 163.181 -25.3976 -124.095
729.2 -9.96141 636.366 163.182 -25.3843 -124.098
729.476 -9.96033 636.383 163.182 -25.3709 -124.101
729.752 -9.96043 636.399 163.183 -25.3575 -124.105
730.032 -9.96089 636.421 163.184 -25.3435 -124.108
730.313 -9.96088 636.443 163.185 -25.3292 -124.112
730.595 -9.9603 636.467 163.185 -25.3149 -124.116
730.879 -9.95925 636.491 163.185 -25.3002 -124.12
731.169 -9.95806 636.514 163.184 -25.2854 -124.124
731.46 -9.95772 636.532 163.183 -25.2712 -124.129
731.754 -9.95684 636.551 163.181 -25.2568 -124.134
732.05 -9.9568 636.571 163.179 -25.2422 -124.138
732.347 -9.95731 636.592 163.176 -25.2275 -124.143
732.644 -9.95617 636.611 163.174 -25.2131 -124.148
732.944 -9.95695 636.633 163.173 -25.1982 -124.152
733.246 -9.95613 636.655 163.172 -25.1834 -124.157
733.553 -9.95622 636.675 163.171 -25.1685 -124.161
733.865 -9.95613 636.696 163.17 -25.1536 -124.166
734.183 -9.95501 636.719 163.169 -25.1382 -124.17
734.505 -9.9556 636.744 163.169 -25.1223 -124.175
734.827 -9.95611 636.772 163.169 -25.1063 -124.179
735.152 -9.95539 636.802 163.169 -25.0895 -124.184
735.477 -9.95536 636.834 163.169 -25.0726 -124.188
735.809 -9.9546 636.865 163.17 -25.0554 -124.193
736.143 -9.95503 636.891 163.171 -25.0386 -124.197
736.478 -9.95513 636.917 163.172 -25.0218 -124.202
736.815 -9.95427 636.943 163.173 -25.0049 -124.206
737.15 -9.95506 636.969 163.173 -24.9884 -124.21
737.484 -9.95484 636.995 163.174 -24.9719 -124.214
737.824 -9.95502 637.025 163.176 -24.9547 -124.218
738.169 -9.95584 637.053 163.177 -24.9374 -124.223
738.513 -9.95471 637.077 163.179 -24.9209 -124.227
738.866 -9.95664 637.103 163.18 -24.9036 -124.231
739.228 -9.95866 637.131 163.18 -24.8852 -124.236
739.589 -9.95891 637.161 163.181 -24.867 -124.241
739.95 -9.95881 637.197 163.182 -24.8479 -124.246
740.308 -9.95972 637.234 163.184 -24.8289 -124.25
740.664 -9.95935 637.27 163.186 -24.8105 -124.255
741.023 -9.95967 637.303 163.187 -24.7922 -124.26
741.384 -9.96003 637.336 163.188 -24.7739 -124.264
741.746 -9.95929 637.368 163.189 -24.7556 -124.269
742.105 -9.96136 637.4 163.19 -24.7373 -124.274
742.466 -9.96208 637.431 163.19 -24.7188 -124.279
742.827 -9.96204 637.458 163.192 -24.7006 -124.283
743.188 -9.96306 637.483 163.193 -24.6828 -124.288
743.549 -9.96389 637.505 163.194 -24.6654 -124.292
743.908 -9.96593 637.529 163.195 -24.648 -124.297
744.266 -9.96762 637.553 163.195 -24.6307 -124.301
744.627 -9.96939 637.585 163.196 -24.6122 -124.306
744.988 -9.97006 637.618 163.197 -24.5936 -124.311
745.349 -9.97163 637.648 163.198 -24.5753 -124.315
745.716 -9.97252 637.676 163.199 -24.5566 -124.32
746.082 -9.97412 637.703 163.201 -24.5381 -124.325
746.443 -9.97498 637.728 163.202 -24.5201 -124.329
746.801 -9.9766 637.756 163.202 -24.502 -124.334
747.159 -9.97668 637.785 163.203 -24.4838 -124.339
747.517 -9.97741 637.81 163.204 -24.466 -124.343
747.874 -9.97719 637.832 163.206 -24.4488 -124.347
748.232 -9.97763 637.853 163.207 -24.4315 -124.352
748.591 -9.97836 637.875 163.208 -24.4141 -124.356
748.948 -9.98039 637.898 163.209 -24.3966 -124.36
749.301 -9.97981 637.923 163.209 -24.379 -124.365
749.653 -9.98057 637.95 163.21 -24.3614 -124.37
750.007 -9.98065 637.976 163.21 -24.3435 -124.374
750.358 -9.98102 637.998 163.212 -24.3264 -124.379
750.709 -9.97989 638.02 163.212 -24.3094 -124.383
751.062 -9.98007 638.044 163.213 -24.292 -124.388
751.415 -9.98124 638.072 163.213 -24.2743 -124.392
751.771 -9.97972 638.102 163.213 -24.2562 -124.397
752.126 -9.98004 638.128 163.214 -24.2386 -124.402
752.488 -9.9796 638.153 163.215 -24.2206 -124.407
752.852 -9.9801 638.177 163.216 -24.2024 -124.411
753.209 -9.97837 638.196 163.216 -24.1855 -124.416
753.566 -9.97852 638.218 163.216 -24.1681 -124.42
753.926 -9.97889 638.245 163.217 -24.1498 -124.425
754.283 -9.97712 638.272 163.218 -24.1318 -124.43
754.639 -9.97658 638.298 163.218 -24.1139 -124.435
754.998 -9.97568 638.32 163.219 -24.0963 -124.44
755.356 -9.97394 638.341 163.219 -24.0788 -124.444
755.715 -9.97364 638.365 163.22 -24.0611 -124.449
756.075 -9.97282 638.39 163.221 -24.0431 -124.454
756.432 -9.97176 638.416 163.221 -24.0253 -124.458
756.791 -9.97075 638.439 163.222 -24.0076 -124.463
757.151 -9.96878 638.46 163.223 -23.9901 -124.468
757.513 -9.9675 638.479 163.224 -23.9728 -124.472
757.874 -9.96579 638.499 163.224 -23.9556 -124.477
758.24 -9.9645 638.523 163.225 -23.9374 -124.481
758.604 -9.96252 638.552 163.226 -23.9189 -124.486
758.968 -9.96075 638.581 163.227 -23.9003 -124.491
759.331 -9.95818 638.608 163.228 -23.882 -124.496
759.692 -9.95763 638.633 163.229 -23.8641 -124.5
760.05 -9.95568 638.657 163.231 -23.8466 -124.505
760.405 -9.95477 638.684 163.232 -23.8291 -124.509
760.759 -9.95413 638.712 163.233 -23.8115 -124.514
761.115 -9.95307 638.742 163.234 -23.7935 -124.518
761.469 -9.95218 638.769 163.235 -23.7761 -124.523
761.825 -9.95067 638.793 163.236 -23.7586 -124.527
762.183 -9.95199 638.814 163.238 -23.7413 -124.531
762.539 -9.95081 638.839 163.239 -23.7238 -124.536
762.893 -9.95218 638.862 163.24 -23.7066 -124.54
763.248 -9.95322 638.891 163.24 -23.6888 -124.544
763.604 -9.9537 638.926 163.241 -23.6703 -124.549
763.96 -9.95289 638.957 163.243 -23.6522 -124.554
764.318 -9.95222 638.987 163.244 -23.6342 -124.558
764.678 -9.95158 639.014 163.245 -23.6161 -124.563
765.033 -9.95149 639.043 163.247 -23.5983 -124.567
765.389 -9.95242 639.07 163.247 -23.5805 -124.572
765.748 -9.95296 639.099 163.248 -23.5622 -124.576
766.109 -9.95326 639.127 163.249 -23.5439 -124.581
766.469 -9.95365 639.151 163.25 -23.5261 -124.586
766.829 -9.95572 639.173 163.251 -23.5085 -124.59
767.191 -9.95667 639.198 163.252 -23.4904 -124.595
767.552 -9.95727 639.224 163.254 -23.4725 -124.599
767.911 -9.95924 639.253 163.255 -23.4545 -124.604
768.268 -9.95971 639.281 163.255 -23.4366 -124.608
768.628 -9.95993 639.312 163.256 -23.4184 -124.613
768.988 -9.96239 639.337 163.257 -23.4005 -124.617
769.344 -9.96256 639.36 163.258 -23.3831 -124.622
769.708 -9.96368 639.388 163.259 -23.3648 -124.626
770.068 -9.96501 639.414 163.26 -23.3468 -124.631
770.431 -9.96674 639.442 163.261 -23.3284 -124.636
770.794 -9.96773 639.468 163.262 -23.3102 -124.64
771.154 -9.96886 639.492 163.263 -23.2924 -124.645
771.517 -9.96962 639.515 163.264 -23.2748 -124.649
771.877 -9.97061 639.538 163.265 -23.2572 -124.653
772.239 -9.97277 639.563 163.266 -23.2393 -124.658
772.6 -9.97387 639.589 163.267 -23.2214 -124.662
772.959 -9.97708 639.616 163.268 -23.2035 -124.667
773.317 -9.97766 639.642 163.268 -23.1856 -124.671
773.674 -9.97896 639.666 163.27 -23.168 -124.676
774.035 -9.9789 639.694 163.27 -23.1499 -124.68
774.394 -9.97934 639.722 163.271 -23.132 -124.685
